3,1,75
9,3,68
3,0,91
3,1,94
3,1,94
4,1,88
3,0,95
17,2,79
14,2,82
12,3,83
4,0,90
4,0,94
4,0,94
3,0,95
4,2,93
3,1,92
5,1,92
11,3,83
8,2,89
