4025704448,2823876608,1341902848,173350912
4025704448,2840121344,1340674048,157102080
4025704448,2842419200,1342050304,154804224
4025704448,2832027648,1348210688,164139008
4025704448,2832793600,1347293184,163373056
4025704448,2831519744,1345720320,164646912
4025704448,2829422592,1344409600,166744064
4025704448,2829504512,1344245760,166662144
4025704448,2837602304,1353285632,158564352
4025704448,2836647936,1353388032,159518720
4025704448,2837262336,1353388032,158904320
4025704448,2834608128,1353306112,161558528
4025704448,2829971456,1349111808,166195200
4025704448,2831077376,1349107712,165085184
4025704448,2831036416,1349111808,165122048
4025704448,2831134720,1349111808,165023744
4025704448,2830311424,1349505024,165847040
4025704448,2455113728,1660108800,157089792
4025704448,2439282688,1668714496,166895616
4025704448,2440265728,1672019968,162189312
4025704448,2442039296,1675935744,156110848
4025704448,2442924032,1681174528,149340160
4025704448,2440892416,1686179840,146063360
4025704448,2442244096,1687719936,142708736
4025704448,2441973760,1703514112,128327680
4025704448,2442526720,1674690560,156815360
4025704448,2442043392,1674887168,157032448
4025704448,2439499776,1674948608,159473664
4025704448,2447261696,1675173888,151347200
4025704448,2448543744,1675448320,149532672
4025704448,2461335552,1675309056,136142848
4025704448,2498379776,1661222912,124747776
4025704448,2505236480,1664368640,117186560
4025704448,2513739776,1641046016,129069056
4025704448,2514513920,1641697280,127909888
4025704448,2516987904,1641955328,124776448
4025704448,2510970880,1640771584,130236416
4025704448,2504830976,1639198720,135622656
4025704448,2503307264,1639272448,136396800
4025704448,2505424896,1639337984,134119424
4025704448,2507010048,1642074112,129527808
4025704448,2510561280,1642778624,122810368
4025704448,2487472128,1640910848,145203200
4025704448,2496159744,1642627072,133091328
4025704448,2504228864,1645391872,122245120
4025704448,2527739904,1641631744,113786880
4025704448,2533134336,1643044864,106414080
4025704448,2535395328,1633902592,119812096
4025704448,2547048448,1628213248,114634752
